metabolite,name,hmdb,kegg.compound,pubchem.compound,inchi,chebi
oaa,Oxaloacetate,HMDB00223,C00036,970,"InChI=1S/C4H4O5/c5-2(4(8)9)1-3(6)7/h1H2,(H,6,7)(H,8,9)/p-2",
ocACP,Octanoyl-ACP (n-C8:0ACP),,,,,
ocdcaACP,Octadecanoyl-ACP (n-C18:0ACP),,,,,
ocdca,octadecanoate (n-C18:0),HMDB00827,C01530,3033836,"InChI=1S/C18H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H,19,20)/p-1",
ocdcea,octadecenoate (n-C18:1),HMDB00207,C00712,5460221,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/p-1/b10-9-",
octdp,all-trans-Octaprenyl diphosphate,,,,,
octeACP,cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1),,,,,
odecoa,Octadecenoyl-CoA (n-C18:1CoA),HMDB01322,C00510,92160,,
ohpb,2-Oxo-3-hydroxy-4-phosphobutanoate,,,,,
orn,Ornithine,HMDB00214,C00077,6262,"InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)/p+1",
orot5p,Orotidine 5-phosphate,HMDB00218,C01103,160617,,
orot,Orotate,HMDB00226,C00295,967,"InChI=1S/C5H4N2O4/c8-3-1-2(4(9)10)6-5(11)7-3/h1H,(H,9,10)(H2,6,7,8,11)/p-1",
oxalc,4-Oxalocrotonate,,,,,
pa120,"1,2-didodecanoyl-sn-glycerol 3-phosphate",,,,,
pa140,"1,2-ditetradecanoyl-sn-glycerol 3-phosphate",,,,,
pa141,"1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate",,,,,
pa160,"1,2-dihexadecanoyl-sn-glycerol 3-phosphate",,,,,
pa161,"1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate",,,,,
pa180,"1,2-dioctadecanoyl-sn-glycerol 3-phosphate",,,,,
pa181,"1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate",,,,,
paai15,"1,2-dianteisopentadecanoyl-sn-glycerol 3-phosphate (12-methyl-tetradecanoyl, anteiso-C15)",,,,,
paai17,"1,2-dianteisoheptadecanoyl-sn-glycerol 3-phosphate (14-methyl-hexadecanoyl, anteiso-C17)",,,,,
pac,phenylacetate,HMDB00209,C07086,999,"InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)/p-1",
pad,2-Phenylacetamide,,,,,
pai14,"1,2-diisotetradecanoyl-sn-glycerol 3-phosphate (12-methyl-tridecanoyl, iso-C14)",,,,,
pai15,"1,2-diisopentadecanoyl-sn-glycerol 3-phosphate (13-methyl-tetradecanoyl, iso-C15)",,,,,
pai16,"1,2-diisohexadecanoyl-sn-glycerol 3-phosphate (14-methyl-pentadecanoyl, iso-C16)",,,,,
pai17,"1,2-diisoheptadecanoyl-sn-glycerol 3-phosphate (15-methyl-hexadecanoyl, iso-C17)",,,,,
palmACP,Palmitoyl-ACP (n-C16:0ACP),,,,,
pan4p,Pantetheine 4-phosphate,HMDB01416,C01134,987,,
pant_R,(R)-Pantoate,,,,,
pap,"adenosine 3,5-bismonophosphate(4-)",HMDB00061,C00054,159296,,
paps,Phosphoadenosine phosphosulfate,HMDB01134,C00053,10214,,
pb,Lead,,,,,
pdx5p,Pyridoxine 5-phosphate,HMDB01319,C00627,1055,"InChI=1S/C8H12NO6P/c1-5-8(11)7(3-10)6(2-9-5)4-15-16(12,13)14/h2,10-11H,3-4H2,1H3,(H2,12,13,14)/p-2",
pe120,"phosphatidylethanolamine (didodecanoyl, n-C12:0)",,,,,
pe140,"phosphatidylethanolamine (ditetradecanoyl, n-C14:0)",,,,,
pe141,"phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1)",,,,,
pe160,"phosphatidylethanolamine (dihexadecanoyl, n-C16:0)",,,,,
pe161,"phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)",,,,,
pe180,"phosphatidylethanolamine (dioctadecanoyl, n-C18:0)",,,,,
pe181,"phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1)",,,,,
peai15,"Phosphatidylethanolamine (12-methyl-tetradecanoyl, anteiso-C15)",,,,,
peai17,"Phosphatidylethanolamine (14-methyl-hexadecanoyl, anteiso-C17)",,,,,
pei14,"Phosphatidylethanolamine (12-methyl-tridecanoyl, iso-C14)",,,,,
pei15,"Phosphatidylethanolamine (13-methyl-tetradecanoyl, iso-C15)",,,,,
pei16,"Phosphatidylethanolamine (14-methyl-pentadecanoyl, iso-C16)",,,,,
pei17,"Phosphatidylethanolamine (15-methyl-hexadecanoyl, iso-C17)",,,,,
pendp,all-trans-Pentaprenyl diphosphate,,,,,
pep,Phosphoenolpyruvate,HMDB00263,C00074,1005,"InChI=1S/C3H5O6P/c1-2(3(4)5)9-10(6,7)8/h1H2,(H,4,5)(H2,6,7,8)/p-1",
peptmet_L,Peptide-L-methionine,,,,,
peptmetox_L,Peptide-L-methionine (R)-S-oxide,,,,,
pg120,"Phosphatidylglycerol (didodecanoyl, n-C12:0)",,,,,
pg140,"Phosphatidylglycerol (ditetradecanoyl, n-C14:0)",,,,,
pg141,"Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)",,,,,
pg160,"Phosphatidylglycerol (dihexadecanoyl, n-C16:0)",,,,,
pg161,"Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)",,,,,
pg180,"Phosphatidylglycerol (dioctadecanoyl, n-C18:0)",,,,,
pg181,"Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)",,,,,
pgai15,"Phosphatidylglycerol (12-methyl-tetradecanoyl, anteiso-C15)",,,,,
pgai17,"Phosphatidylglycerol (14-methyl-hexadecanoyl, anteiso-C17)",,,,,
pgi14,"Phosphatidylglycerol (12-methyltridecanoyl, iso-C14)",,,,,
pgi15,"Phosphatidylglycerol (13-methyltetradecanoyl, iso-C15)",,,,,
pgi16,"Phosphatidylglycerol (14-methylpentadecanoyl, iso-C16)",,,,,
pgi17,"Phosphatidylglycerol (15-methyl-hexadecanoyl, iso-C17)",,,,,
pgp120,"Phosphatidylglycerophosphate (didodecanoyl, n-C12:0)",,,,,
pgp140,"Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0)",,,,,
pgp141,"Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1)",,,,,
pgp160,"Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)",,,,,
pgp161,"Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)",,,,,
pgp180,"Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)",,,,,
pgp181,"Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)",,,,,
pgpai15,"Phosphatidylglycerophosphate (12-methyl-tetradecanoyl, anteiso-C15)",,,,,
pgpai17,"Phosphatidylglycerophosphate (14-methyl-hexadecanoyl, anteiso-C17)",,,,,
pgpi14,"Phosphatidylglycerophosphate (12-methyltridecanoyl, iso-C14)",,,,,
pgpi15,"Phosphatidylglycerophosphate (13-methyltetradecanoyl, iso-C15)",,,,,
pgpi16,"Phosphatidylglycerophosphate (14-methylpentadecanoyl, iso-C16)",,,,,
pgpi17,"Phosphatidylglycerophosphate (15-methyl-hexadecanoyl, iso-C17)",,,,,
phe_L,L-phenylalanine,HMDB00159,C00079,6140,"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1",
pheme,Protoheme,HMDB03178,C00032,,,
phhlipa,phospho-heptosyl-heptosyl-kdo2-lipidA,,,,,
phom,O-phosphonato-L-homoserine(2-),HMDB03484,C01102,151187,"InChI=1S/C4H10NO6P/c5-3(4(6)7)1-2-11-12(8,9)10/h3H,1-2,5H2,(H,6,7)(H2,8,9,10)/p-2/t3-/m0/s1",
phphhlipa,phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA,,,,,
phpyr,keto-phenylpyruvate,HMDB00205,C00166,997,"InChI=1S/C9H8O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,11,12)/p-1",
phthr,O-Phospho-4-hydroxy-L-threonine,,,,,
phyQ,phylloquinone,HMDB03555,C02059,5280483,,
pi,hydrogenphosphate,HMDB00973,C00009,1004,"InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-2",
pmcoa,Pimeloyl-CoA,,,,,
pmtcoa,Palmitoyl-CoA (n-C16:0CoA),HMDB01338,C00154,15667,,
pnto_R,(R)-Pantothenate,HMDB00210,C00864,988,"InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)/p-1",
ppa,propionate,HMDB00237,C00163,1032,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)/p-1",
ppap,Propanoyl phosphate,,,,,
ppbng,Porphobilinogen,HMDB00245,C00931,1021,"InChI=1S/C10H14N2O4/c11-4-8-7(3-10(15)16)6(5-12-8)1-2-9(13)14/h5,12H,1-4,11H2,(H,13,14)(H,15,16)/p-1",
ppcoa,Propanoyl-CoA,HMDB01275,C00100,439164,,
ppgpp,"Guanosine 3,5-bis(diphosphate)",,,,,
pphn,Prephenate,,,,,
ppi,Diphosphate,HMDB00250,C00013,1023,"InChI=1S/H4O7P2/c1-8(2,3)7-9(4,5)6/h(H2,1,2,3)(H2,4,5,6)/p-3",
ppp9,Protoporphyrin,HMDB00241,C02191,,,
pppg9,Protoporphyrinogen IX,HMDB01097,C01079,121893,,
pppi,triphosphate(5-),HMDB03379,C00536,3440921,"InChI=1S/H5O10P3/c1-11(2,3)9-13(7,8)10-12(4,5)6/h(H,7,8)(H2,1,2,3)(H2,4,5,6)/p-4",
pram,5-Phospho-beta-D-ribosylamine,HMDB01128,C03090,439905,"InChI=1S/C5H12NO7P/c6-5-4(8)3(7)2(13-5)1-12-14(9,10)11/h2-5,7-8H,1,6H2,(H2,9,10,11)/p-1/t2-,3-,4-,5-/m1/s1",
pran,N-(5-Phospho-D-ribosyl)anthranilate,,,,,
prbamp,1-(5-Phosphoribosyl)-AMP,,,,,
prbatp,1-(5-Phosphoribosyl)-ATP,,,,,
prfp,1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide,,,,,
prlp,5-[(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide,,,,,
pro_L,L-proline,HMDB00162,C00148,145742,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1",
prodslfd,Protein disulfide,,,,,
prodthl,Protein dithiol,,,,,
proteinsynth,Protein biosynthesis,,,,,
prpp,5-Phospho-alpha-D-ribose 1-diphosphate,HMDB00280,C00119,7339,,
ps120,"phosphatidylserine (didodecanoyl, n-C12:0)",,,,,
ps140,"phosphatidylserine (ditetradecanoyl, n-C14:0)",,,,,
ps141,"phosphatidylserine (ditetradec-7-enoyl, n-C14:1)",,,,,
ps160,"phosphatidylserine (dihexadecanoyl, n-C16:0)",,,,,
ps161,"phosphatidylserine (dihexadec-9-enoyl, n-C16:1)",,,,,
ps180,"phosphatidylserine (dioctadecanoyl, n-C18:0)",,,,,
ps181,"phosphatidylserine (dioctadec-11-enoyl, n-C18:1)",,,,,
psai15,"Phosphatidylserine (12-methyl-tetradecanoyl, anteiso-C15)",,,,,
psai17,"Phosphatidylserine (14-methyl-hexadecanoyl, anteiso-C17)",,,,,
psd5p,Pseudouridine 5-phosphate,,,,,
pser_L,O-Phospho-L-serine,HMDB00272,C01005,4251,"InChI=1S/C3H8NO6P/c4-2(3(5)6)1-10-11(7,8)9/h2H,1,4H2,(H,5,6)(H2,7,8,9)/t2-/m0/s1",
psi14,"Phosphatidylserine (12-methyl-tridecanoyl, iso-C14)",,,,,
psi15,"Phosphatidylserine (13-methyl-tetradecanoyl, iso-C15)",,,,,
psi16,"Phosphatidylserine (14-methyl-pentadecanoyl, iso-C16)",,,,,
psi17,"Phosphatidylserine (15-methyl-hexadecanoyl, iso-C17)",,,,,
ptrc,Putrescine,HMDB01414,C00134,1045,InChI=1S/C4H12N2/c5-3-1-2-4-6/h1-6H2/p+2,
pydx5p,Pyridoxal 5-phosphate,HMDB01491,C00018,1051,"InChI=1S/C8H10NO6P/c1-5-8(11)7(3-10)6(2-9-5)4-15-16(12,13)14/h2-3,11H,4H2,1H3,(H2,12,13,14)/p-2",
pydx,Pyridoxal,HMDB01545,C00250,1050,"InChI=1S/C8H9NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,4,10,12H,3H2,1H3",
pyr,pyruvate,HMDB00243,C00022,1060,"InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)/p-1",
q8,Ubiquinone-8,,,,,
q8h2,Ubiquinol-8,,,,,
quln,quinolinate(2-),HMDB00232,C03722,1066,"InChI=1S/C7H5NO4/c9-6(10)4-2-1-3-8-5(4)7(11)12/h1-3H,(H,9,10)(H,11,12)/p-2",
r1p,alpha-D-Ribose 1-phosphate,HMDB01489,C00620,439236,"InChI=1S/C5H11O8P/c6-1-2-3(7)4(8)5(12-2)13-14(9,10)11/h2-8H,1H2,(H2,9,10,11)/p-2/t2-,3-,4-,5-/m1/s1",
r5p,alpha-D-Ribose 5-phosphate,HMDB00618,C03736,440101,"InChI=1S/C5H11O8P/c6-3-2(1-12-14(9,10)11)13-5(8)4(3)7/h2-8H,1H2,(H2,9,10,11)/t2-,3-,4-,5+/m1/s1",
rdmbzi,"N1-(alpha-D-ribosyl)-5,6-dimethylbenzimidazole",,,,,
rhcys,S-Ribosyl-L-homocysteine,,,,,
rib_D,D-ribose,HMDB00283,C00121,5779,,
ribflv,Riboflavin,HMDB00244,C00255,493570,,
rnatrans,RNA transcription,,,,,
ru5p_D,D-ribulose 5-phosphate(2-),HMDB00618,C00199,439184,"InChI=1S/C5H11O8P/c6-1-3(7)5(9)4(8)2-13-14(10,11)12/h4-6,8-9H,1-2H2,(H2,10,11,12)/p-2/t4-,5+/m1/s1",
ru5p_L,L-Ribulose 5-phosphate,,,,,
s17bp,"Sedoheptulose 1,7-bisphosphate",,,,,
s7p,Sedoheptulose 7-phosphate,HMDB01068,C05382,22833559,"InChI=1S/C7H15O10P/c8-1-3(9)5(11)7(13)6(12)4(10)2-17-18(14,15)16/h4-8,10-13H,1-2H2,(H2,14,15,16)/p-2/t4-,5-,6-,7+/m1/s1",
s,Sulfur,,,,,
sbzcoa,O-Succinylbenzoyl-CoA,,,,,
scl,sirohydrochlorin,,,,,
seln,Selenide,HMDB11110,C01528,533,InChI=1S/Se/q-2,
selnp,Selenophosphate,HMDB03840,C05172,1092,"InChI=1S/H3O3PSe/c1-4(2,3)5/h(H3,1,2,3,5)/p-3",
ser_L,L-serine,HMDB00187,C00065,5951,"InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1",
sheme,Siroheme,,,,,
skm5p,Shikimate 5-phosphate,,,,,
skm,Shikimate,,,,,
sl26da,"N-Succinyl-LL-2,6-diaminoheptanedioate",,,,,
sl2a6o,N-Succinyl-2-L-amino-6-oxoheptanedioate,,,,,
so3,Sulfite,HMDB00240,C00094,1100,"InChI=1S/H2O3S/c1-4(2)3/h(H2,1,2,3)/p-2",
so4,sulfate,HMDB01448,C00059,1118,"InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)/p-2",
spmd,Spermidine,HMDB01257,C00315,1102,"InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2/p+3",
stcoa,Stearoyl-CoA (n-C18:0CoA),HMDB01114,C00412,439229,,
sucbz,o-Succinylbenzoate,,,,,
succ,Succinate,HMDB00254,C00042,1110,"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)/p-2",
succoa,Succinyl-CoA,HMDB01022,C00091,439161,,
tdcoa,Tetradecanoyl-CoA (n-C14:0CoA),HMDB01521,C02593,25244582,,
tddec2eACP,trans-Dodec-2-enoyl-[acyl-carrier protein],,,,,
tdeACP,cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1),,,,,
tdec2eACP,trans-Dec-2-enoyl-[acyl-carrier protein],,,,,
thbpt,"5,6,7,8-tetrahydrobiopterin",HMDB00027,C00272,1125,"InChI=1S/C9H15N5O3/c1-3(15)6(16)4-2-11-7-5(12-4)8(17)14-9(10)13-7/h3-4,6,12,15-16H,2H2,1H3,(H4,10,11,13,14,17)",
thdp,"2,3,4,5-Tetrahydrodipicolinate",,,,,
thex2eACP,trans-Hex-2-enoyl-[acyl-carrier protein],,,,,
thf,"5,6,7,8-Tetrahydrofolate",HMDB01846,C00101,91443,,
thfglu,Tetrahydrofolyl-[Glu](2),,,,,
thglu,Tetrahydropteroyltri_L_glutamate,,,,,
thm,Thiamin,HMDB00235,C00378,1130,"InChI=1S/C12H17N4OS/c1-8-11(3-4-17)18-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7,17H,3-4,6H2,1-2H3,(H2,13,14,15)/q+1",
thmmp,Thiamin monophosphate,HMDB02666,C01081,3382778,,
thmpp,Thiamine diphosphate,HMDB01372,C00068,1132,,
thr_L,L-threonine,HMDB00167,C00188,6288,"InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/m1/s1",
thymd,Thymidine,HMDB00273,C00214,5789,"InChI=1S/C10H14N2O5/c1-5-3-12(10(16)11-9(5)15)8-2-6(14)7(4-13)17-8/h3,6-8,13-14H,2,4H2,1H3,(H,11,15,16)/t6-,7+,8+/m0/s1",
tma,trimethylamine,,,,,
tmao,Trimethylamine N-oxide,,,,,
tmrs2eACP,trans-Tetradec-2-enoyl-[acyl-carrier protein],,,,,
toct2eACP,trans-Oct-2-enoyl-[acyl-carrier protein],,,,,
toctd2eACP,trans-octadec-2-enoyl-[acyl-carrier protein],,,,,
tpalm2eACP,trans-Hexadec-2-enoyl-[acyl-carrier protein],,,,,
trdox,Oxidized thioredoxin,,C00343,,,
trdrd,Reduced thioredoxin,,C00342,,,
trnaglu,tRNA (Glu),,,,,
trp_L,L-tryptophan,HMDB00929,C00078,6305,"InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1",
tsul,thiosulfate(2-),HMDB00257,C05529,1084,"InChI=1S/H2O3S2/c1-5(2,3)4/h(H2,1,2,3,4)/p-2",
ttc_ggdp,"trans,trans,cis-Geranylgeranyl diphosphate",,C11356,5281909,,
ttdca,tetradecanoate (n-C14:0),HMDB00806,C06424,11005,"InChI=1S/C14H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h2-13H2,1H3,(H,15,16)/p-1",
ttdcea,tetradecenoate (n-C14:1),HMDB02000,C08322,68344,"InChI=1/C14H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h5-6H,2-4,7-13H2,1H3,(H,15,16)/b6-5-",
tyr_L,L-tyrosine,HMDB00158,C00082,6057,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1",
u23ga,"UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine",,,,,
u3aga,UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine,,,,,
u3hga,UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine,,,,,
uGgla,UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine,,,,,
uaGgla,Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine,,,,,
uaaAgla,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine,,,,,
uaaAgtla,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutaminyl-L-lysyl-D-alanyl-D-alanine,,,,,
uaaGgla,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine,,,,,
uaaGgtla,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine,,,,,
uaagmda,"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala",,,,,
uaagtmda,"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutaminyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",,,,,
uaccg,UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine,,,,,
uacgam,UDP-N-acetyl-alpha-D-glucosamine(2-),HMDB00290,C00043,445675,,
uagmda,"Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",,,,,
uama,UDP-N-acetylmuramoyl-L-alanine,,,,,
uamag,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate,,,,,
uamr,UDP-N-acetylmuramate,,,,,
udcpdp,Undecaprenyl diphosphate,,,,,
udcpp,Undecaprenyl phosphate,,,,,
udp,UDP,HMDB00295,C00015,6031,,
udpacgal,UDP-N-acetyl-D-galactosamine(2-),HMDB00304,C00203,6419712,,
udpg,UDPglucose,HMDB00286,C00029,53477679,,
udpgal,UDP-D-galactose(2-),HMDB00302,C00052,6857410,,
udpgalfur,"UDP-D-galacto-1,4-furanose",,,,,
udpglcur,UDP-D-glucuronate,HMDB00935,C00167,17473,,
ugmd,"UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate",,,,,
ugmda,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",,,,,
ump,UMP,HMDB00288,C00105,6030,,
uppg3,Uroporphyrinogen III,HMDB01086,C01051,1179,,
ura,uracil,HMDB00300,C00106,1174,"InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)",
uri,Uridine,HMDB00296,C00299,6029,"InChI=1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,16)/t4-,6-,7-,8-/m1/s1",
utp,UTP,HMDB00285,C00075,6133,,
val_L,L-valine,HMDB00883,C00183,6287,"InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m0/s1",
xan,Xanthine,HMDB00292,C00385,1188,"InChI=1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)",
xmp,Xanthosine 5-phosphate,HMDB01554,C00655,73323,,
xtsn,xanthosine,HMDB00299,C01762,64959,,
xu5p_D,D-xylulose 5-phosphate(2-),HMDB00868,C00231,439190,"InChI=1S/C5H11O8P/c6-1-3(7)5(9)4(8)2-13-14(10,11)12/h4-6,8-9H,1-2H2,(H2,10,11,12)/p-2/t4-,5-/m1/s1",
xu5p_L,L-Xylulose 5-phosphate,,,,,
zn2,Zinc,,,,,
1pipdn2c,1-piperideine-2-carboxylate,HMDB01084,C04092,,"InChI=1S/C6H9NO2/c8-6(9)5-3-1-2-4-7-5/h1-4H2,(H,8,9)",
2dr1p,2-Deoxy-D-ribose 1-phosphate,HMDB01351,C00672,5460448,,
2mb2coa,2-methylcrotonoyl-CoA(4-),HMDB02054,C03345,5280564,,
2mp2coa,2-Methylprop-2-enoyl-CoA,HMDB01011,C03460,,,
3aib_D,D-3-Amino-isobutanoate,HMDB02299,C01205,5459822,"InChI=1/C4H9NO2/c1-3(2-5)4(6)7/h3H,2,5H2,1H3,(H,6,7)/t3-/m1/s1",
3hbcoa,(S)-3-hydroxybutanoyl-CoA(4-),HMDB01166,C03561,9543037,,
3hdcoa,(S)-3-Hydroxydecanoyl-CoA,HMDB03938,C05264,11966158,,
3hddcoa,(S)-3-Hydroxydodecanoyl-CoA,HMDB03936,C05262,440603,,
3hhcoa,(S)-3-Hydroxyhexanoyl-CoA,,,,,
3hhdcoa,(S)-3-Hydroxyhexadecanoyl-CoA,,,,,
3hibutcoa,(S)-3-Hydroxyisobutyryl-CoA,HMDB01052,C06000,,,
3hmbcoa,"(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA(4-)",HMDB01356,C04405,11966220,,
3hocoa,(S)-3-Hydroxyoctanoyl-CoA,,,,,
3htdcoa,(S)-3-Hydroxytetradecanoyl-CoA,HMDB03934,C05260,46173488,,
3uib,3-Ureidoisobutyrate,HMDB02031,C05100,,"InChI=1S/C5H10N2O3/c1-3(4(8)9)2-7-5(6)10/h3H,2H2,1H3,(H,8,9)(H3,6,7,10)",
56dthm,"5,6-dihydrothymine",HMDB00079,C00906,93556,"InChI=1S/C5H8N2O2/c1-3-2-6-5(9)7-4(3)8/h3H,2H2,1H3,(H2,6,7,8,9)",
56dura,"5,6-dihydrouracil",HMDB00076,C00429,649,"InChI=1S/C4H6N2O2/c7-3-1-2-5-4(8)6-3/h1-2H2,(H2,5,6,7,8)",
5fthf,5-formyltetrahydrofolate(2-),HMDB01562,C03479,143,,
5hxudidzcba,"5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate",,,,,
6a2ohxnt,6-amino-2-oxohexanoic acid,HMDB12151,C03239,439954,"InChI=1S/C6H11NO3/c7-4-2-1-3-5(8)6(9)10/h1-4,7H2,(H,9,10)",
C11821,5-Hydroxyisourate,,C11821,250388,"InChI=1S/C5H4N4O4/c10-2-5(13)1(6-3(11)8-2)7-4(12)9-5/h13H,(H3,6,7,8,9,10,11,12)",
HC01104,4-nitrophenyl phosphate(2-),,C03360,378,"InChI=1S/C6H6NO6P/c8-7(9)5-1-3-6(4-2-5)13-14(10,11)12/h1-4H,(H2,10,11,12)/p-2",
L2aadp6sa,L-allysine,HMDB01263,C04076,207,"InChI=1S/C6H11NO3/c7-5(6(9)10)3-1-2-4-8/h4-5H,1-3,7H2,(H,9,10)/t5-/m0/s1",
MGlcn100,mucin-type O-glycan No 100,,,,,
MGlcn100_rl,released mucin-type O-glycan No 100,,,,,
MGlcn101,mucin-type O-glycan No 101,,,,,
MGlcn101_rl,released mucin-type O-glycan No 101,,,,,
MGlcn102,mucin-type O-glycan No 102,,,,,
MGlcn102_rl,released mucin-type O-glycan No 102,,,,,
MGlcn104,mucin-type O-glycan No 104,,,,,
MGlcn104_rl,released mucin-type O-glycan No 104,,,,,
MGlcn105,mucin-type O-glycan No 105,,,,,
MGlcn105_rl,released mucin-type O-glycan No 105,,,,,
MGlcn106,mucin-type O-glycan No 106,,,,,
MGlcn106_rl,released mucin-type O-glycan No 106,,,,,
MGlcn107,mucin-type O-glycan No 107,,,,,
MGlcn107_rl,released mucin-type O-glycan No 107,,,,,
MGlcn109,mucin-type O-glycan No 109,,,,,
